产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
Ader Error Wide Brim Cap with Deep Girt,AE18AFWCA02OW3,$102.0,$0.0,White,['OS'],"['Canvas fabric', 'Embroidered logo on chest', 'Rear strapback closure', 'Metal hardware', 'Style: AE18AFWCA02OW3', 'Color: White', 'Material: Canvas']","['http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWCA02OW3-1.jpg?v=1540335172', 'http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWCA02OW3-2.jpg?v=1540335172', 'http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWCA02OW3-3.jpg?v=1540335172']",10,men,1,https://kith.com/products/ader-error-wide-brim-cap-with-deep-girt-white
Ader Error Wide Brim Cap with Deep Girt,AE18AFWCA02BK3,$102.0,$0.0,Black,['OS'],"['Canvas fabric', 'Embroidered logo on chest', 'Rear strapback closure', 'Metal hardware', 'Style: AE18AFWCA02BK3', 'Color: Black', 'Material: Canvas']","['http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWCA02BK3-1.jpg?v=1540335445', 'http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWCA02BK3-2.jpg?v=1540335447', 'http://cdn.shopify.com/s/files/1/0094/2252/products/AE18AFWCA02BK3-3.jpg?v=1540335448']",11,men,1,https://kith.com/products/ader-error-wide-brim-cap-with-deep-girt-black
Aimé Leon Dore Waffle Stitch Beanie,FW18-01001S3,$60.0,$0.0,Burgundy,['OS'],"['100% acrylic fabric', 'Waffle stitch', 'Home crest felt patch on front', 'Style: FW18-01001S3', 'Color: Burgundy', 'Material: Acrylic']","['http://cdn.shopify.com/s/files/1/0094/2252/products/FW18-01001S3-1.jpg?v=1539123990', 'http://cdn.shopify.com/s/files/1/0094/2252/products/FW18-01001S3-2.jpg?v=1539123991', 'http://cdn.shopify.com/s/files/1/0094/2252/products/FW18-01001S3-3.jpg?v=1539123994']",12,men,1,https://kith.com/products/aime-leon-dore-waffle-stitch-beanie-burgundy
Aimé Leon Dore Waffle Stitch Beanie,FW18-01001S7,$60.0,$0.0,Navy,['OS'],"['100% acrylic fabric', 'Waffle stitch', 'Home crest felt patch on front', 'Style: FW18-01001S7', 'Color: Navy', 'Material: Acrylic']","['http://cdn.shopify.com/s/files/1/0094/2252/products/FW18-01001S7-1.jpg?v=1539124032', 'http://cdn.shopify.com/s/files/1/0094/2252/products/FW18-01001S7-2.jpg?v=1539124032', 'http://cdn.shopify.com/s/files/1/0094/2252/products/FW18-01001S7-3.jpg?v=1539124032']",13,men,1,https://kith.com/products/aime-leon-dore-waffle-stitch-beanie-navy
Kith x Kangol Wool 504s Driver Hat,KAK3369SM,$98.0,$0.0,Navy,"['S', 'M', 'L', 'XL']","['Wool fabric', '100% seamless design', '1 1/2"" brim', 'Flat crown', '504 name comes from the block number it was made on', 'Embroidered co-branded Kith logo on rear', 'strong>S = 55cm = 6 7/8</strong><br><strong>M = 57cm = 7 1/8</strong><br><strong>L = 59cm = 7 3/8</strong', '', 'Style: KAK3369SM', 'Color: Navy', 'Material: Wool']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_0704_e5c13b34-8fb9-4866-9ef4-7588e6e7ebec.jpg?v=1538750291', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_0701_5b9f3322-6662-4eae-8506-8da58f6dc878.jpg?v=1538750291', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_0702_53ea5684-d559-4255-8895-e2fac8dd81a5.jpg?v=1538750291']",14,men,1,https://kith.com/products/kith-x-kangol-wool-504s-driver-hat-navy
Cav Empt Low Cap,CES12G04,$97.0,$0.0,Navy,['OS'],"['Bio-washed cotton fabric', '6-panel construction', 'Embroidered Cav Empot logo on front', 'Strapback closure with metal slider', 'Style: CES12G04', 'Color: Navy', 'Material: Cotton']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_0616_f5ff45ab-16fd-4836-a6a8-3578077af443.jpg?v=1502315219', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_0617_d3ba43b9-6380-485d-92e4-11b006210e31.jpg?v=1502315221', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_0618_9074b875-0c72-40bf-ba55-4b77b7c0da1e.jpg?v=1502315223']",15,men,1,https://kith.com/products/cav-empt-low-cap-navy
Cav Empt Ink 5 Panel Cap,CES12G01,$97.0,$0.0,White / Black,['OS'],"['Nylon fabric', '5-panel construction', 'Splattered paint pattern', 'Patch on front panel', 'Made in Vietnam', 'Style: CES12G01', 'Color: White / Black', 'Material: Nylon']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_3224_ffde74ce-56cb-4d5a-8bd6-ac2c8300a9fe.jpg?v=1507067741', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_3225_93a02a67-ef49-47b5-bc0c-204d04f2d020.jpg?v=1507067741', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_3226_12d9335b-4be5-40a4-8482-fb9aaa07c2e8.jpg?v=1507067742']",16,men,1,https://kith.com/products/cav-empt-ink-5-panel-cap-white-black
Kith Kids US Snapback,KHK5006-110,$35.0,$0.0,Red,['OS'],"['Cotton twill fabric', '6-panel construction', 'Puff US embroidery on front', 'Snapback closure on rear', 'Style: KHK5006-110', 'Color: Red', 'Material: 100% Cotton']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_2652_ac657e33-efdb-4f79-afeb-bf9a7da189fe.jpg?v=1521841139', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_2653_9d53ba1f-ff15-4b0b-a5ea-edeac6738be1.jpg?v=1521841140', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_2654.jpg?v=1521841141']",1,kid,2,https://kith.com/products/kith-kids-us-snapback-red
Kith Kids US Snapback,KHK5006-111,$35.0,$0.0,Purple,['OS'],"['Cotton twill fabric', '6-panel construction', 'Puff US embroidery on front', 'Snapback closure on rear', 'Style: KHK5006-111', 'Color: Purple', 'Material: 100% Cotton']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_2656_127cc298-194b-420e-af16-9089ccfae2c4.jpg?v=1521841076', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_2657_0adbde2c-aeaa-4c40-8045-7b4ac1766efa.jpg?v=1521841078', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_2658_b543b90a-0ac7-487d-8334-1ba951aa7aac.jpg?v=1521841079']",2,kid,2,https://kith.com/products/kith-kids-us-snapback-purple
Kith Kids US Snapback,KHK5006-112,$35.0,$0.0,Gold,['OS'],"['Cotton twill fabric', '6-panel construction', 'Puff US embroidery on front', 'Snapback closure on rear', 'Style: KHK5006-112', 'Color: Gold', 'Material: 100% Cotton']","['http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_2659.jpg?v=1521841040', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_2660_46ac784e-cdae-4e45-b088-3ccf0cd2523f.jpg?v=1521841041', 'http://cdn.shopify.com/s/files/1/0094/2252/products/DSC_2662_99e5640f-0f6f-4908-b8e3-f7006798289a.jpg?v=1521841042']",3,kid,2,https://kith.com/products/kith-kids-us-snapback-gold
