产品名字,产品型号,产品价格,产品以前价格,产品颜色,产品尺寸,产品详情,产品图片,产品位置,适合人群,产品页面编号,产品url
goods_name,goods_model,goods_price,goods_discount_price,goods_color,goods_size,goods_details,goods_images,goods_num,gender,goods_page,goods_url
Khaki Camo Print Cap ,611369334,£7.99,£0,Khaki,['onesize'],"['Add a cool camo touch to your look with this cap.', 'Camo print', 'Curved peak', 'Clip back fastening', 'Cotton twill finish', 'Outer: 100% Cotton.', 'Band: 97% Polyester, 3% Cotton.']","['https://media2.newlookassets.com/i/newlook/611369334.jpg?strip=true&qlt=80&w=1400', 'https://media3.newlookassets.com/i/newlook/611369334D1.jpg?strip=true&qlt=80&w=1400', 'https://media2.newlookassets.com/i/newlook/611369334D2.jpg?strip=true&qlt=80&w=1400']",5,mens,2,https://www.newlook.com/uk/mens/accessories/khaki-camo-print-cap-/p/611369334
Stone N Embroidered Cap ,611371516,£7.99,£0,Stone,['onesize'],"[""Add a personalise touch to your look with this 'N' initial cap."", ""'N' initial embroidered front"", 'Curved peak', 'Soft finish', 'Item 1: 54% Viscose, 46% Wool.', 'Item 2: 100% Cotton.', 'Band: 100% Polyester.']","['https://media2.newlookassets.com/i/newlook/611371516.jpg?strip=true&qlt=80&w=1400', 'https://media3.newlookassets.com/i/newlook/611371516D1.jpg?strip=true&qlt=80&w=1400', 'https://media2.newlookassets.com/i/newlook/611371516D2.jpg?strip=true&qlt=80&w=1400']",1,mens,2,https://www.newlook.com/uk/mens/accessories/stone-n-embroidered-cap-/p/611371516
Pink 1992 Slogan Cap ,611366570,£7.99,£0,Pink,['onesize'],"['Complete your look with this cool slogan cap.', ""'1992' embroidered slogan"", 'Curved peak', 'Soft cotton finish', 'Outer: 100% Cotton.', 'Band: 83% Polyester, 17% Cotton.']","['https://media2.newlookassets.com/i/newlook/611366570.jpg?strip=true&qlt=80&w=1400', 'https://media3.newlookassets.com/i/newlook/611366570D1.jpg?strip=true&qlt=80&w=1400', 'https://media2.newlookassets.com/i/newlook/611366570D2.jpg?strip=true&qlt=80&w=1400']",4,mens,2,https://www.newlook.com/uk/mens/accessories/pink-1992-slogan-cap-/p/611366570
Stone California Slogan Cap ,610412016,£7.99,£0,Stone,['onesize'],"['Complete your look with this cool California cap.', ""'California' embroidered slogan"", 'Flat peak', 'Woven back panel', 'Item 1: 100% Cotton.', 'Item 2: 97% Polyester, 3% Elastane.', 'Band: 100% Polyester.']","['https://media2.newlookassets.com/i/newlook/610412016.jpg?strip=true&qlt=80&w=1400', 'https://media3.newlookassets.com/i/newlook/610412016D1.jpg?strip=true&qlt=80&w=1400', 'https://media2.newlookassets.com/i/newlook/610412016D2.jpg?strip=true&qlt=80&w=1400']",3,mens,2,https://www.newlook.com/uk/mens/accessories/stone-california-slogan-cap-/p/610412016
Pink Grid Check Cap ,611368970,£7.99,£0,Pink,['onesize'],"['Complete your look with this cool check cap.', 'Check pattern', 'Curved peak', 'Soft finish', 'Outer: 78% Cotton, 5% Polyester, 2% Acrylic.', 'Band: 97% Polyester, 3% Cotton.']","['https://media2.newlookassets.com/i/newlook/611368970.jpg?strip=true&qlt=80&w=1400', 'https://media3.newlookassets.com/i/newlook/611368970D1.jpg?strip=true&qlt=80&w=1400', 'https://media2.newlookassets.com/i/newlook/611368970D2.jpg?strip=true&qlt=80&w=1400']",2,mens,2,https://www.newlook.com/uk/mens/accessories/pink-grid-check-cap-/p/611368970
